FIPS2,Percent_High_school_completion,Percent_Children_in_poverty,Percent_Kids_in_Single_Parent_Houses,Reading _scores,Math_scores
F24011,84.26,17.9,25.87,,
F24013,93.14,5.6,14.73,,
F24015,90.04,12.4,21.07,,
F24017,93.56,9.3,26.68,,
F24019,87,23.8,39.94,,
F24021,92.56,7.2,18.3,,
F24023,90.15,16.7,20.55,,
F24025,93.06,7.2,18.82,,
F24027,95.51,5.8,19.09,,
F24029,89.26,17.2,43.66,,
F24031,91.36,7.6,19.94,,
F24033,87.19,12.7,32.61,,
F24035,93.25,7.9,17.5,,
F24037,90.36,9.2,21.42,,
F24039,83.52,26.6,33.56,,
F24041,91.15,14.7,25.05,,
F24043,88.13,16.9,24.16,,
F24045,87.66,19.2,31.76,,
F24047,92.25,18.6,28.88,,
F24510,85.53,26.8,51,,
F25001,95.82,9.5,20.38,3.4,3.25
F25003,92.86,14.6,27.37,3.21,3.04
F25005,86.15,12.6,29.54,3.33,3.18
F25007,95.74,10,17.25,3.48,3.34
F25009,89.69,11.2,26.63,3.32,3.16
F25011,93.44,13.7,26.41,3.24,2.97
F25013,85.79,20.4,36.36,3.15,2.96
F25015,95.09,8.4,23.28,3.32,3.1
F25017,93.65,7.3,17.04,3.54,3.46
F25019,95.06,4.6,8.2,2.95,2.78
F25021,94.08,4.7,14.98,3.67,3.58
F25023,92.83,7.3,19.37,3.32,3.13
F25025,86.87,20.5,39.74,3.03,2.92
F25027,91.29,10.8,22.11,3.31,3.16
F26001,90.15,25.5,23.6,2.78,2.38
F26003,92.17,16.3,11.32,2.94,2.71
F26005,91.23,8.4,18.97,3.17,3.14
F26007,92.88,19.7,23.73,2.8,2.68
F26009,93.02,19.7,19.98,2.84,2.64
F26011,89.04,21.3,23.66,3.14,2.7
F26013,89.86,16.1,21.88,2.92,2.97
F26015,93.36,9.3,17.48,3.08,3.03
F26017,90.54,16.4,27,2.97,2.78
F26019,93.86,12.7,16.21,,
F26021,90.47,22.1,31.79,2.85,2.8
F26023,89.22,18.6,20.68,2.76,2.78
F26025,90.78,21.5,29.7,2.66,2.55
F26027,88.27,16.1,23.27,3.02,2.9
F26029,93.85,12.8,20.29,3.16,3.06
F26031,90.11,21.7,20.63,3.07,2.73
F26033,92.15,18.4,23.02,2.96,2.82
F26035,85.51,26.7,19.28,2.76,2.43
F26037,95.17,8.7,14.44,3.41,3.31
F26039,90.59,23.9,22.38,3.12,3.17
F26041,92.53,15.4,24.8,3.18,3.02
F26043,94.73,13.4,22.06,3.09,3.22
F26045,94.58,10.3,20.15,3,2.89
F26047,94.83,12.1,20.11,3.18,3.05
F26049,90.91,24.3,33.33,2.83,2.66
F26051,87.71,28.2,21.35,2.96,2.71
F26053,94.17,22.5,28.48,2.9,2.97
F26055,95.36,10,18.66,3.29,3.13
F26057,92.06,15.7,25.15,2.91,2.65
F26059,89.88,19.4,20.18,2.66,2.58
F26061,92.83,13.6,13.87,3.49,3.43
F26063,90.3,13.5,18.32,3.05,2.94
F26065,93.43,14.9,27.96,3.06,2.96
F26067,91.37,11.4,20.53,3.07,2.87
F26069,88.67,24.2,17.54,3.07,3.02
F26071,92.09,22.8,32.2,3.08,2.92
F26073,92.46,17,25.8,3.13,2.86
F26075,91.73,16.8,32.34,2.86,2.72
F26077,94.07,14,24.49,2.97,2.86
F26079,87.98,19.3,18.8,2.64,2.68
F26081,91.4,12.6,23.35,3.12,3.02
F26083,97.08,17.2,31.05,,
F26085,82.96,32.6,16.28,2.74,2.47
F26087,91.24,11.4,15.57,3.09,2.91
F26089,95.9,12.1,14.94,3.02,2.81
F26091,91.03,12.2,17.76,3.06,2.93
F26093,95.55,5.5,13.24,3.29,3.2
F26095,89.82,29.4,14.03,2.49,2.33
F26097,90.6,21.6,24.15,2.95,2.7
F26099,90.49,12.6,22.54,2.96,2.81
F26101,90.53,18.9,22.56,2.72,2.75
F26103,95.55,13.8,21.95,3.1,2.93
F26105,91.43,18.9,22.72,3.01,2.9
F26107,91.47,19,17.35,2.99,2.99
F26109,93.59,16.5,17,3.14,3.01
F26111,94.39,12.1,16.81,3.26,3.13
F26113,90.61,17.7,18.11,3.18,3.09
F26115,91.42,11.9,19.45,3.08,2.91
F26117,89.34,18.3,18.01,2.98,2.8
F26119,88.52,25.7,19.03,2.68,2.67
F26121,91.35,17.6,28.99,2.81,2.63
F26123,89.39,16.8,19.37,2.69,2.62
F26125,94.35,7.8,18.99,3.15,3.06
F26127,87.98,19.3,16.79,2.72,2.59
F26129,86.66,24.9,20.43,3.24,3.05
F26131,92.63,23.4,14.54,2.65,2.79
F26133,88.91,20.1,17.86,2.84,2.58
F26135,82.08,26,13.83,2.56,2.68
F26137,93.25,14.3,28.11,2.99,2.77
F26139,93.39,6.1,15.7,3.45,3.37
F26141,90.13,20.2,17.67,3.12,3.06
F26143,90,28.6,29.28,2.5,2.34
F26145,90.26,22.1,32.74,2.86,2.74
F26147,91.4,18.1,22.96,2.97,2.85
F26149,86.53,17.4,16.59,2.86,2.65
F26151,89.53,21.9,18.41,3.01,2.87
F26153,89.72,18.7,19.68,2.79,2.59
F26155,92.5,16.7,20.45,3,2.8
F26157,90.1,13.8,15.28,3.03,3.04
F26159,87.43,18,24.92,2.98,2.84
F26161,95.69,9.7,21.17,3.21,3.21
F26163,87.16,29.4,38.53,2.59,2.44
F26165,89.87,15.9,21.24,3.05,3
F27001,92.13,15.6,26.87,3.05,3.08
F27003,94.17,7.4,18,3.19,3.4
F27005,92.96,15.5,17.44,3.09,3.26
F27007,92.28,17.5,32.38,2.74,2.98
F27009,91.26,7.6,18.44,3.02,3.26
F27011,92.22,14,14.27,3.39,3.37
F27013,94.62,10.7,22.14,3.35,3.54
F27015,92.94,7.7,15.97,3.13,3.3
F27017,94.29,8.9,20.93,3.36,3.52
F27019,96.38,3.2,11.7,3.33,3.53
F27021,93.39,19.4,23.71,2.94,3.04
F27023,89.1,11.1,18.5,3.13,3.23
F27025,95.39,6.3,13.78,3.08,3.34
F27027,95.26,8.7,16.92,3.05,3.32
F27029,85.52,14.4,19.45,2.91,3.14
F27031,96.96,11.2,17.7,3.2,3.19
F27033,90.07,14.8,20.36,3.28,3.5
F27035,94.3,10.9,20.3,3.28,3.4
F27037,94.96,5.4,20.53,3.26,3.43
F27039,94.17,6,17.99,3.16,3.32
F27041,95.52,7.8,15.97,3.31,3.61
F27043,92.24,13.6,16.4,3.18,3.4
F27045,91.05,11.2,12.28,3.35,3.5
F27047,88.23,13.1,23.73,2.99,3.11
F27049,92.89,7.4,17.31,3.2,3.16
F27051,93.02,12.7,15.84,3.29,3.38
F27053,93.64,10.5,24.18,3.09,3.23
F27055,94.65,7.3,18.37,3.31,3.45
F27057,93.76,13.5,16.09,3.37,3.69
F27059,92.33,7.6,18.92,3.08,3.38
F27061,94.24,12.8,17.63,3.11,3.18
F27063,93.24,10.5,11.73,3.18,3.28
F27065,89.92,10.8,10.03,3.35,3.43
F27067,90.94,10.9,25.08,2.86,3.11
F27069,96.84,11.7,21.17,3.26,3.34
F27071,92.73,15.4,23.71,3.32,3.59
F27073,93.46,11.7,17.36,3.08,3.71
F27075,94.58,8.9,19.16,3.1,3.3
F27077,96.25,10.2,31.23,2.75,2.94
F27079,94.53,6.4,16.62,3.09,3.39
F27081,92.51,8.9,12.7,3.14,3.38
F27083,93.01,10.3,20.95,3.12,3.26
F27085,93.32,7,12.87,3.13,3.29
F27087,86.13,24.4,34.92,2.71,2.87
F27089,90.07,9.2,17.87,3.05,3.32
F27091,93.59,13,18.59,3,3.19
F27093,93.54,6.8,12.82,3.31,3.58
F27095,90.2,12.4,22.1,3.19,3.37
F27097,91.13,11.9,19.28,2.95,3.14
F27099,88.16,10.5,24.29,2.99,3.08
F27101,90.07,10.8,15.95,3.02,3.24
F27103,93.81,7,23.03,3.33,3.42
F27105,77.59,12.2,29.83,2.91,2.97
F27107,93.09,15.4,15.4,3.27,3.32
F27109,94.5,6.6,18.81,3.24,3.44
F27111,92.12,10.1,18.39,3.24,3.41
F27113,94.22,8.5,22.53,3.07,3.16
F27115,91.19,12.6,16.13,3.11,3.1
F27117,90.19,12.5,14.07,3.1,3.21
F27119,93.18,12,22.14,3.07,3.19
F27121,93.74,8.3,12.46,3.25,3.64
F27123,90.98,16.4,24.3,2.79,2.84
F27125,94.05,9,20.08,3.45,3.64
F27127,92.41,10.6,17.31,3.15,3.29
F27129,90.43,11.1,15.96,3.05,3.34
F27131,91.49,8.9,18.22,3.08,3.17
F27133,93.07,10.6,12.99,3.58,3.71
F27135,91.55,9,21.41,3.37,3.27
F27137,94.46,11.5,21.69,3.19,3.32
F27139,95.05,4.9,13.63,3.27,3.57
F27141,94.09,5.2,17.91,3.19,3.37
F27143,92.19,9.3,9.12,2.94,3.23
F27145,91.9,11,19.33,3.08,3.32
F27147,92.67,9.5,11.52,3.08,3.18
F27149,94.82,8.1,9.29,3.42,3.76
F27151,91.05,11.5,24.16,2.94,3.35
F27153,87.45,15.9,15.03,2.79,2.94
F27155,94.09,18.2,23.09,3.03,3.2
F27157,93.79,7.2,17.01,3.29,3.5
F27159,91.39,13.9,22.76,3.07,3.48
F27161,93.23,9.4,17.56,3.17,3.19
F27163,96.04,4.3,15.98,3.31,3.55
F27165,84.19,12.5,22.4,2.99,3.2
F27167,94.57,10.9,24.46,3.11,3.33
F27169,93.54,11.1,14.59,3.16,3.29
F27171,93.96,4.4,11.19,3.41,3.64
F27173,91.71,11.8,23.3,3.05,3.21
F28001,75.51,40.1,52.15,2.45,2.68
F28003,80.55,22.4,29.89,3.06,2.8
F28005,86.05,25.5,36.77,2.6,2.3
F28007,78.95,27.9,46.25,3.04,3.17
F28009,74.58,29.8,30.45,3.11,3.37
F28011,80.7,41.3,47,2.65,2.54
F28013,77.97,25.8,33.1,3.11,3.09
F28015,84.32,22,33.42,2.65,2.5
F28017,77.38,31.5,35.61,2.9,3.15
F28019,83.15,27.4,24.67,3.19,3.04
F28021,79.34,42.6,42.34,3.23,3.07
F28023,85.47,32.8,37.55,,2.81
F28025,83.7,33.6,49.84,2.75,2.68
F28027,80.81,53.1,62.5,2.41,2.47
F28029,84.12,31.1,42.93,2.81,2.75
F28031,81.66,31.2,35.87,2.7,2.58
F28033,91.01,13.1,25.44,3.17,3.25
F28035,88.51,32.8,39.53,3.08,3.04
F28037,83.82,26.6,24.51,3.1,3.04
F28039,84.42,24.3,20.35,3.03,2.85
F28041,78.09,23,25.93,3.06,2.87
F28043,82.87,30.3,46.97,3.15,3.56
F28045,90.41,20.2,34.12,3.03,2.99
F28047,89.02,22.2,35,3.3,3.36
F28049,88.15,39.6,48.41,2.79,2.64
F28051,78.59,45.2,67.84,2.58,2.41
F28053,72.15,51.2,58.77,2.28,2.28
F28055,66.03,52.6,39.76,,
F28057,79.46,17.8,21.64,2.92,3
F28059,88.79,17.2,32.35,3.2,3.16
F28061,87.78,28.7,50.12,3.1,3.16
F28063,80.36,49.7,70.69,2.24,2.05
F28065,84,45.2,34.15,2.62,2.65
F28067,86.59,26.1,34.31,3.09,2.96
F28069,83.32,35.9,50.82,2.68,2.86
F28071,92.08,16.7,27.79,3.27,3.53
F28073,89.27,16.5,21.08,3.31,3.35
F28075,85.21,30.8,45.54,2.8,2.83
F28077,84.7,25.2,28.7,2.73,2.86
F28079,80.47,33.5,41.44,2.74,2.71
F28081,85.32,18.1,28.32,3.11,3.23
F28083,83.22,35.9,59.02,2.45,2.66
F28085,86.52,24.3,31.54,3.04,2.85
F28087,86.83,25.8,43.32,2.83,2.75
F28089,91.84,16.5,27.63,3.3,3.22
F28091,82.32,30,32.91,3.04,3.22
F28093,81.11,34.3,36.84,2.64,2.5
F28095,82.66,21.7,28.35,3.17,3.3
F28097,79.72,31.2,51.59,2.64,2.89
F28099,81.22,28,41.67,3.12,3.31
F28101,84.96,23.2,39.2,3.14,3.2
F28103,73.76,37.1,65.4,2.66,2.36
F28105,91.25,25.5,40.47,2.9,2.84
F28107,77.03,30.7,37.48,2.94,3.07
F28109,86.66,21.9,24.93,3.03,2.88
F28111,84.97,27.4,35.24,2.7,2.67
F28113,82.55,37.6,50.27,2.74,2.63
F28115,77.01,19.3,29.71,3.02,3.05
F28117,83.62,22.6,22.1,3.2,3.12
F28119,74.48,44.9,62.63,3.07,3
F28121,89.07,12.6,23.14,3.28,3.26
F28123,77.52,26.1,41.47,2.84,3.07
F28125,80.04,45.2,57.72,2.45,2.3
F28127,78.33,31.3,27.48,2.97,2.92
F28129,78.8,21.3,25.36,3.19,2.9
F28131,83.07,23.6,24.66,3.27,3.39
F28133,74.91,41.2,60.16,2.72,2.96
F28135,77.11,39.4,54.64,2.52,2.6
F28137,86.23,19.1,30.25,2.84,2.74
F28139,78.29,20.9,28.92,3.09,2.97
F28141,79.55,20,19.06,3.2,3.33
F28143,80.77,41.7,60.79,2.46,2.88
F28145,76.99,17.9,31.82,3.21,3.35
F28147,79,36.3,35.81,2.83,2.84
F28149,86.04,33.3,47.51,2.75,2.82
F28151,81.62,39.7,58.6,2.69,2.74
F28153,80.39,29.8,39.73,2.98,2.85
F28155,84.73,22.1,23.36,3.18,3.47
F28157,77.19,37.1,62.15,2.85,2.42
F28159,84.17,34.1,46.26,2.77,2.9
F28161,84.24,30.5,38.67,2.89,2.54
F28163,76.08,36.2,46.94,2.26,2.41
F29001,91.12,18.8,21.28,2.78,2.54
F29003,92.61,10.8,19.12,3.24,3.13
F29005,90.73,16.2,15,3.46,3.49
F29007,86.43,27.4,24.79,2.9,2.99
F29009,84.33,23.3,19.78,2.8,2.64
F29011,86.46,22.9,20.7,2.87,2.79
F29013,87.04,19.2,20.72,3.09,3.01
F29015,86.16,27.5,24.24,3.03,3.04
F29017,83.6,22.7,14.61,2.94,2.79
F29019,94.64,12.5,20.15,3,2.95
F29021,88.81,17.3,26.98,3.02,2.8
F29023,84.03,26.7,32.85,3.32,3.28
F29025,90.1,16.2,15.7,2.97,2.76
F29027,88.21,14.4,19.52,3.13,3.14
F29029,91.54,21.4,14.37,3.14,2.98
F29031,91.59,13.9,21.88,3.13,2.9
F29033,87.56,18.1,20.44,3.51,3.13
F29035,86.21,29.8,21.74,3.31,3.22
F29037,93.54,9,17.57,3.05,2.99
F29039,86.53,27.9,17.03,2.89,2.96
F29041,90.74,14.9,11.82,3.2,3.1
F29043,92.38,11.3,16.39,3.32,3.27
F29045,86.5,20,13.29,2.92,2.86
F29047,93.35,8.9,22.27,3.29,3.26
F29049,92.76,11.5,18.14,3.07,3
F29051,92.18,10.7,22.37,3.02,2.88
F29053,88.73,17.8,24.06,2.69,2.56
F29055,81.74,22.3,25.04,3.27,3.18
F29057,88.11,22.2,18.07,2.89,3.08
F29059,86.02,35.5,24.77,2.73,2.78
F29061,87.91,22.9,18.16,2.84,2.89
F29063,88.41,12.5,20.89,3.04,2.91
F29065,83.92,22.2,23.11,2.83,2.93
F29067,82.93,27.7,21.78,2.95,2.82
F29069,79.05,29.8,32.62,2.88,3
F29071,89.4,11.1,20.24,3.18,3.13
F29073,87.76,14.1,23.73,2.9,2.94
F29075,86.12,18,15.11,3.13,3.16
F29077,92.64,14.4,21.78,3.07,2.91
F29079,84.57,24.2,19.23,3.12,2.9
F29081,90.51,27.7,28.82,3.08,2.97
F29083,87.18,19.8,25.94,2.77,2.72
F29085,87.15,28.9,18.73,3.24,3.34
F29087,92.79,17.4,21.48,3.16,3
F29089,88.78,15.6,22.25,3.23,3.16
F29091,85.98,24.7,20.43,2.78,2.81
F29093,81.24,28.6,22.54,3.09,3.16
F29095,91.27,16.6,32.48,2.88,2.84
F29097,87.2,18.9,21.48,3.05,3.03
F29099,90.18,10.6,22.46,3.24,3.22
F29101,92.51,12.5,16.56,3.15,3.08
F29103,87.92,29.6,23.07,2.79,2.96
F29105,85.94,20.4,18.02,3.02,2.79
F29107,90.11,14.3,18.2,2.91,2.85
F29109,84.81,21.8,20.81,2.85,2.78
F29111,87.21,18.1,14.38,3.07,3.15
F29113,90,11.7,23.49,2.98,2.99
F29115,89.19,19.9,21.07,3.41,3.12
F29117,87.63,17.3,24.64,2.92,3.08
F29119,79.34,25,27.39,2.92,2.92
F29121,89.42,18.3,18.73,3.36,3.4
F29123,86,23.6,29.06,3.11,2.82
F29125,83.8,17.6,17.54,2.93,3.16
F29127,89.36,17.5,25.59,3.21,3.01
F29129,88.71,17.6,14.04,3.14,3.11
F29131,87.47,19.1,20.72,3.11,2.96
F29133,77.25,32,34.23,2.75,2.86
F29135,85.32,16.3,17.62,3.01,2.88
F29137,89.97,19.9,21.78,2.96,3.09
F29139,86.95,16.7,30.74,,
F29141,78.27,22.4,15.57,2.75,2.76
F29143,81.42,25.5,39.72,2.84,2.79
F29145,87.92,17.6,15.67,2.97,2.72
F29147,93.28,13.5,24.35,3.11,3.08
F29149,85.55,31.3,38.24,2.87,3.12
F29151,91.6,9.1,10.2,3.04,3.07
F29153,81.04,32.6,14.44,3.04,3.02
F29155,79.17,49.9,43.9,3.09,2.86
F29157,86.62,13.9,12.11,3.06,3.05
F29159,87.58,23.3,22.58,3.12,3.11
F29161,89.75,17.7,23.48,3.27,3.17
F29163,86.72,19.8,24.76,3.05,3.14
F29165,96.05,6.3,17.17,3.29,3.2
F29167,88.72,21.2,21.87,3.08,2.95
F29169,93.27,14.3,22.95,2.99,2.84
F29171,92.81,21.1,17.3,3.14,2.78
F29173,90.47,11.5,21.31,3.04,2.92
F29175,88.57,14.4,24.91,3.08,2.85
F29177,88.69,12.6,16.03,2.97,2.96
F29179,78.93,32,16.27,3.29,3.33
F29181,81.7,31.6,19.71,3.01,2.93
F29183,95.05,5.4,16.09,3.36,3.26
F29185,86.57,28.4,15.41,2.81,2.7
F29186,90.81,11.3,15.09,3.26,3.33
F29187,85.28,18.8,24.94,3.12,3.25
F29189,94,11.6,28.12,3.11,3.02
F29195,84.73,14.8,17.41,2.71,2.7
F29197,88.6,25.8,11.84,3.25,3.07
F29199,79.7,23.9,11.58,3.09,3.35
F29201,84.81,22.9,27.2,2.79,2.8
F29203,82.05,32.5,22.53,2.95,2.99
F29205,90,20.5,17.54,3.07,3.09
F29207,79.78,21.5,24.67,3.31,3.37
F29209,88.73,23.4,16.19,2.96,3
F29211,85.5,19.4,12.41,2.9,2.82
F29213,90.28,24.1,24.58,3.1,3.05
F29215,84.37,28.7,17.81,2.79,2.78
F29217,88.31,21.6,20.95,2.78,2.6
F29219,89.51,12.2,23.86,3.11,3.04
F29221,79.59,25.1,26.99,3.2,3.15
F29223,81.21,35.8,17.03,2.59,2.55
F29225,86.82,24.9,17.31,2.91,3.02
F29227,90.2,18,35.48,3.35,2.86
F29229,80.94,29.2,18.53,3.36,3.21
F29510,88.75,28.9,48.86,2.17,2.22
F30001,94.66,15.6,20.6,3.14,3.12
F30003,89.24,35.6,27.45,,2.06
F30005,89.71,23,30.92,2.9,3.03
F30007,94.42,13.2,11.08,3.04,3.18
F30009,95.36,13.2,24.12,3.08,3.03
F30011,92.34,18.9,4,,
F30013,92.42,16.4,24.54,3.2,3.09
F30015,92.98,21.1,22.98,3.6,3.56
F30017,93.68,13.4,14.41,2.99,2.93
F30019,95.4,13,15.64,2.62,2.63
F30021,92.68,12.8,20.87,2.66,2.64
F30023,89.88,20.8,44.7,2.88,2.87
F30025,94.92,11,25.29,,3.39
F30027,94.57,14.6,25.43,,3.01
F30029,94.25,12.5,14.45,3.21,3.11
F30031,97.01,7.1,15.22,3.5,3.46
F30033,96.51,26.9,14.77,3.3,2.87
F30035,87.74,25.4,35,2.17,2.32
F30037,92.33,32.4,0.7,,
F30039,93.1,17.3,9.23,3.61,3.56
F30041,92.22,21.4,29.24,2.94,2.95
F30043,94.97,8,14.93,3.25,3.24
F30045,95.87,21,41.06,,
F30047,93.02,24.1,31.75,,
F30049,95.64,11,22.88,,3.1
F30051,71.52,22.3,15.97,3.55,3.16
F30053,91.45,28.2,16.04,3.28,3.37
F30055,94.13,15.6,8.71,2.93,3.05
F30057,95.95,12.9,6.66,3.32,3.07
F30059,94.39,22.3,,,2.97
F30061,91.54,22.2,13.85,2.91,3
F30063,95.79,11.8,20.24,3.3,3.18
F30065,91.35,24.6,12.12,3,3.04
F30067,95.39,12,14.5,2.88,2.78
F30069,98.59,29.3,28.24,,
F30071,91.81,21.8,4.87,2.87,2.82
F30073,93.22,23.3,17.93,2.99,2.81
F30075,93.36,20.8,2.02,,
F30077,90.35,17.5,20.62,3.23,3.02
F30079,87.13,20.1,5.2,,
F30081,91.72,15.9,19.78,,3.04
F30083,94.23,9.5,12.74,3.17,3.14
F30085,88.91,28.6,32.79,2.27,2
F30087,90.37,21.9,28.11,2.58,
F30089,89.99,24.8,20.67,,3.39
F30091,93.4,15.4,7.82,3.05,2.89
F30093,93.51,14.6,23.83,3.27,3.13
F30095,93.4,9.9,17.36,,2.98
F30097,95.56,12.6,6.03,2.83,2.69
F30099,92.65,14,11.55,3.5,3.39
F30101,86.99,16.4,8.98,3.04,3.13
F30103,91.3,23,22.54,,
F30105,93.53,16.3,15.09,2.89,2.91
F30107,87.79,24.9,11.06,2.89,2.94
F30109,90.86,15,4.96,,
F30111,94.83,11.5,20.43,2.84,2.89
F31001,90.88,10.8,25.2,3.14,2.93
F31003,91.96,14.5,14.62,3.28,3.55
F31005,95.77,17.4,17.54,,
F31007,97.2,13.5,12.5,,
F31009,94.15,21.2,5.68,,
F31011,94.52,11.1,7.59,3.43,3.47
F31013,91.2,12.4,22.84,2.91,2.77
F31015,96.22,18.5,7.51,2.76,2.78
F31017,95.52,15,20.83,3.21,3.12
F31019,91.99,9.3,20.09,3.21,3.41
F31021,90.95,13.1,21.89,3,2.97
F31023,92.36,8.5,13.41,3.14,3.69
F31025,94.57,6.8,12.12,3.19,3.38
F31027,93.47,9.5,8.72,3.34,3.13
F31029,88.99,10,15.28,3.06,3.34
F31031,96.93,14.9,22.5,3.53,3.6
F31033,94.57,12.9,19.42,3.24,3.17
F31035,92.77,11.3,18.99,2.99,3.2
F31037,70.11,9.7,13.69,3.08,3.18
F31039,90,9.9,10.93,3.46,3.59
F31041,94.83,14,21.85,3.25,3.38
F31043,77.2,13.1,20.6,2.85,2.9
F31045,94.04,16,20.71,3.11,3.46
F31047,79.05,10.8,23.22,2.81,2.97
F31049,89.86,14.1,16.22,3.11,2.77
F31051,87.3,9.2,15.92,2.94,3.09
F31053,88.95,11.3,22.42,2.7,2.91
F31055,90.82,10.2,24.33,3.01,3.11
F31057,87.87,17.8,7.99,,
F31059,93.24,11.9,10.07,3.11,3.17
F31061,93.07,16.8,24.86,3.78,4.01
F31063,94.87,17.1,10.52,3.28,3.17
F31065,89.69,13.4,11.75,3.31,3.05
F31067,90.52,9.9,15.54,3.17,3.02
F31069,94.35,20.5,26.09,2.87,3.28
F31071,95.95,16.9,13.08,3.26,3.47
F31073,94.85,11.5,9.12,,
F31075,92.83,12.2,3.09,,
F31077,93.11,17.1,10.24,3.55,3.59
F31079,85.25,14.4,26.67,3.01,3.04
F31081,96.37,8.3,11.94,3.24,3.46
F31083,93.35,13.8,12.96,3.46,3.97
F31085,92.19,20.9,5.82,,
F31087,93.46,13,16.81,3.05,2.81
F31089,93.97,13.7,9.67,3,2.83
F31091,93.8,8.3,13.61,,
F31093,96,10.3,15.54,3.17,3.34
F31095,90.45,11,9.2,3.11,3.24
F31097,87.64,12.2,21.21,3.08,3.04
F31099,94.01,9.6,17.02,3.26,3.32
F31101,90.03,17.5,24.8,3.12,3.11
F31103,95.72,23.3,17.87,,
F31105,89.83,15.5,21.65,3.27,3.46
F31107,92.93,16.7,19.23,3.25,3.22
F31109,93.23,9.1,20.12,3.32,3.33
F31111,93.6,12.2,25.43,3.17,3.32
F31113,95.12,10.3,2.73,,
F31115,98.2,30.9,16.15,,
F31117,92.38,22.7,,,
F31119,90.82,11.5,19.84,3.3,3.21
F31121,93.45,11.9,14.99,3.27,3.48
F31123,89.44,16.8,9.74,3.13,3.23
F31125,93.63,12.9,14.38,3.25,3.3
F31127,91.13,11.1,19,3.54,3.58
F31129,92.84,12.5,10.48,2.88,2.9
F31131,92.34,10,17.72,2.7,2.88
F31133,83.83,19.5,34.04,2.9,3.11
F31135,89.43,11.8,2.79,3.27,3.09
F31137,92.5,13,9.95,3.05,3.17
F31139,94.8,10,19.47,3.49,3.34
F31141,90.03,7.5,18.18,3.26,3.28
F31143,90.22,9,11.18,3.32,3.38
F31145,93.29,12.4,22.11,3.14,3.33
F31147,92.97,13.6,29.78,3.02,3.48
F31149,96.58,18.1,12.46,,
F31151,82.04,8.6,15.98,3.07,2.99
F31153,95.51,5.1,18.38,3.18,3.21
F31155,94.04,6.4,12.27,3.23,3.4
F31157,88.66,16.5,26.98,3.04,3.2
F31159,94.74,6.1,16.44,3.33,3.71
F31161,89.08,20.6,16.54,3.24,3.17
F31163,92.63,17.6,19.05,2.84,3.24
F31165,95.18,28.1,3.22,,
F31167,95.21,8.5,9.24,3.31,3.4
F31169,92.76,13,17.24,3.47,3.55
F31171,97.68,22,7.94,,
F31173,89.54,25,42.57,2.65,2.49
F31175,93.61,14.2,11.28,3.05,2.88
F31177,95.48,6.3,10.32,3.22,3.32
F31179,96.04,8.4,4.89,2.87,3.2
F31181,94.87,11,17.77,2.86,3.15
F31183,95.56,24.4,25.27,,
F31185,94.26,11,16.44,3.12,3.18
F32001,93,14.7,22.83,3.03,2.95
F32003,86.25,18,29.24,2.95,2.8
F32005,94.17,11,22.42,3.16,3.05
F32007,86.8,13.2,19.74,2.87,2.68
F32009,79.89,16.4,9.42,,
F32011,94.99,13.4,7.63,3.09,2.8
F32013,84.03,13.2,15.29,2.72,2.65
F32015,86.05,11.4,37.18,3.1,2.87
F32017,86.9,16.7,30,3.3,3.14
F32019,86.86,13.1,20.97,2.83,2.75
F32021,89.39,20.7,49.93,2.93,2.52
F32023,86.15,22,27.27,2.66,2.43
F32027,82.54,18.8,25.27,2.67,2.3
F32029,94.17,11.2,16.49,2.7,2.61
F32031,88.88,11.3,24.42,2.88,2.78
F32033,88.35,12.6,10.53,2.52,2.28
F32510,88.05,15.9,24.29,2.92,2.71
F33001,92.81,9.8,23.89,3.13,3.07
F33003,94.57,11.8,24.65,3.15,2.95
F33005,93.45,10.9,18.29,3.08,3.1
F33007,88.05,18.8,16.96,2.94,2.95
F33009,92.6,10.6,19.46,3.39,3.3
F33011,92.36,9.4,19.91,3.1,3.07
F33013,93.12,7.4,18.12,3.24,3.17
F33015,95.35,4.8,16.38,3.38,3.38
F33017,93.34,6.7,19.64,3.15,
F33019,91.11,11.8,17.63,3.16,2.96
F34001,87.84,19.3,28.72,3.02,2.94
F34003,92.81,6.7,14.97,3.68,3.57
F34005,93.75,7,21.92,3.28,3.17
F34007,88.82,15.5,32.35,3.12,3
F34009,93.4,15.6,21.91,3.14,3.05
F34011,80.49,17.5,33.99,2.7,2.64
F34013,86.67,18.4,34.84,3.24,3.11
F34015,93.46,8,20.74,3.3,3.22
F34017,85.68,18.9,27.64,3.25,3.09
F34019,95.49,3.9,10.89,3.45,3.5
F34021,89.62,12.7,27.91,3.15,3.09
F34023,89.93,8.3,18.1,3.39,3.38
F34025,93.75,6.4,15.68,3.41,3.41
F34027,94.4,4.5,13.04,3.61,3.56
F34029,92.41,18.2,14.31,3.16,3.09
F34031,84.49,25.4,27.9,3,2.95
F34033,89.57,15.8,34.03,3.09,3.05
F34035,94.2,5.7,14.51,3.47,3.49
F34037,95.39,5.8,15.66,3.33,3.26
F34039,87.14,12,23.52,3.26,3.19
F34041,92.67,8.9,18.85,3.25,3.18
F35001,89.99,17,30.87,,2.64
F35003,92.69,36.4,51.57,,
F35005,79.37,26.2,29.18,,2.9
F35006,81.46,32.4,41.44,,2.73
F35007,87.51,25.2,38.07,,2.47
F35009,80.94,19.4,31.07,,2.74
