FIPS,Percent_High_school_completion,Percent_Children_in_poverty,Percent_Kids_in_Single_Parent_Houses,Reading _scores,Math_scores
30023,89.88,20.8,44.7,2.881419852,2.86573745
30025,94.92,11,25.29,,3.389226886
30027,94.57,14.6,25.43,,3.011134137
30029,94.25,12.5,14.45,3.212542227,3.111370919
30031,97.01,7.1,15.22,3.495995251,3.460888631
30033,96.51,26.9,14.77,3.296398622,2.868139136
30035,87.74,25.4,35,2.167279681,2.316571512
30037,92.33,32.4,0.7,,
30039,93.1,17.3,9.23,3.608761446,3.560070686
30041,92.22,21.4,29.24,2.937296374,2.949713288
30043,94.97,8,14.93,3.248723062,3.238416444
30045,95.87,21,41.06,,
30047,93.02,24.1,31.75,,
30049,95.64,11,22.88,,3.097061834
30051,71.52,22.3,15.97,3.551639147,3.156287877
30053,91.45,28.2,16.04,3.276594204,3.373568395
30055,94.13,15.6,8.71,2.932281095,3.05325359
30057,95.95,12.9,6.66,3.316074499,3.067402767
30059,94.39,22.3,,,2.973790602
30061,91.54,22.2,13.85,2.912019821,3.000542136
30063,95.79,11.8,20.24,3.303356597,3.175124748
30065,91.35,24.6,12.12,2.997613853,3.039338865
30067,95.39,12,14.5,2.879790731,2.776077842
30069,98.59,29.3,28.24,,
30071,91.81,21.8,4.87,2.86706617,2.816052186
30073,93.22,23.3,17.93,2.991034985,2.814377138
30075,93.36,20.8,2.02,,
30077,90.35,17.5,20.62,3.234132523,3.016955209
30079,87.13,20.1,5.2,,
30081,91.72,15.9,19.78,,3.044003231
30083,94.23,9.5,12.74,3.17444861,3.137693407
30085,88.91,28.6,32.79,2.274545567,2.003962599
30087,90.37,21.9,28.11,2.584074709,
30089,89.99,24.8,20.67,,3.3852679
30091,93.4,15.4,7.82,3.052782535,2.88526569
30093,93.51,14.6,23.83,3.265026199,3.133993309
30095,93.4,9.9,17.36,,2.981309804
30097,95.56,12.6,6.03,2.829319723,2.688549648
30099,92.65,14,11.55,3.498580218,3.389406815
30101,86.99,16.4,8.98,3.039465372,3.131566576
30103,91.3,23,22.54,,
30105,93.53,16.3,15.09,2.889371912,2.906499192
30107,87.79,24.9,11.06,2.891812447,2.939090194
30109,90.86,15,4.96,,
30111,94.83,11.5,20.43,2.837786021,2.889465991
31001,90.88,10.8,25.2,3.142072824,2.931180288
31003,91.96,14.5,14.62,3.2751691,3.549321745
31005,95.77,17.4,17.54,,
31007,97.2,13.5,12.5,,
31009,94.15,21.2,5.68,,
31011,94.52,11.1,7.59,3.427740477,3.472918951
31013,91.2,12.4,22.84,2.912367442,2.770575643
31015,96.22,18.5,7.51,2.764341404,2.776051487
31017,95.52,15,20.83,3.208086808,3.117750445
31019,91.99,9.3,20.09,3.209480935,3.412478315
31021,90.95,13.1,21.89,3.001952674,2.966195139
31023,92.36,8.5,13.41,3.140840732,3.688783246
31025,94.57,6.8,12.12,3.18780437,3.381417063
31027,93.47,9.5,8.72,3.338902866,3.134950901
31029,88.99,10,15.28,3.06181701,3.340132467
31031,96.93,14.9,22.5,3.529217653,3.596183962
31033,94.57,12.9,19.42,3.235326947,3.174546805
31035,92.77,11.3,18.99,2.985759727,3.198381837
31037,70.11,9.7,13.69,3.079648664,3.178153839
31039,90,9.9,10.93,3.456761123,3.588553032
31041,94.83,14,21.85,3.247369478,3.375902908
31043,77.2,13.1,20.6,2.846592579,2.902023537
31045,94.04,16,20.71,3.110857868,3.455745938
31047,79.05,10.8,23.22,2.808166053,2.969187626
31049,89.86,14.1,16.22,3.113741204,2.770578302
31051,87.3,9.2,15.92,2.94222777,3.093060696
31053,88.95,11.3,22.42,2.696965261,2.914749765
31055,90.82,10.2,24.33,3.012674401,3.111420575
31057,87.87,17.8,7.99,,
31059,93.24,11.9,10.07,3.111262172,3.167703561
31061,93.07,16.8,24.86,3.783999086,4.008962314
31063,94.87,17.1,10.52,3.276269005,3.165340005
31065,89.69,13.4,11.75,3.309754853,3.05344616
31067,90.52,9.9,15.54,3.168206726,3.017214988
31069,94.35,20.5,26.09,2.869104156,3.282502946
31071,95.95,16.9,13.08,3.255789742,3.474463704
31073,94.85,11.5,9.12,,
31075,92.83,12.2,3.09,,
31077,93.11,17.1,10.24,3.54628505,3.585918779
31079,85.25,14.4,26.67,3.014744138,3.041411061
31081,96.37,8.3,11.94,3.243365784,3.459882108
31083,93.35,13.8,12.96,3.457210822,3.966689876
31085,92.19,20.9,5.82,,
31087,93.46,13,16.81,3.049218872,2.809610688
31089,93.97,13.7,9.67,3.002628404,2.829630265
31091,93.8,8.3,13.61,,
31093,96,10.3,15.54,3.167816696,3.338893411
31095,90.45,11,9.2,3.106348919,3.24391704
31097,87.64,12.2,21.21,3.079357353,3.036697982
31099,94.01,9.6,17.02,3.255213333,3.318109639
31101,90.03,17.5,24.8,3.12154162,3.108500608
31103,95.72,23.3,17.87,,
31105,89.83,15.5,21.65,3.273581725,3.458319682
31107,92.93,16.7,19.23,3.253144413,3.216802902
31109,93.23,9.1,20.12,3.318869053,3.328455636
31111,93.6,12.2,25.43,3.171462243,3.323768262
31113,95.12,10.3,2.73,,
31115,98.2,30.9,16.15,,
31117,92.38,22.7,,,
31119,90.82,11.5,19.84,3.296792643,3.207784703
31121,93.45,11.9,14.99,3.272067939,3.480986926
31123,89.44,16.8,9.74,3.13176854,3.22703838
31125,93.63,12.9,14.38,3.249569974,3.304504248
31127,91.13,11.1,19,3.543342425,3.584805652
31129,92.84,12.5,10.48,2.881911466,2.897917395
31131,92.34,10,17.72,2.699280404,2.879412081
31133,83.83,19.5,34.04,2.897786136,3.107414391
31135,89.43,11.8,2.79,3.268310008,3.091384189
31137,92.5,13,9.95,3.054474082,3.17134343
31139,94.8,10,19.47,3.490629101,3.341526238
31141,90.03,7.5,18.18,3.261345256,3.282147368
31143,90.22,9,11.18,3.317141072,3.382060048
31145,93.29,12.4,22.11,3.14145154,3.325474575
31147,92.97,13.6,29.78,3.018495482,3.482045751
31149,96.58,18.1,12.46,,
31151,82.04,8.6,15.98,3.070204473,2.994653739
31153,95.51,5.1,18.38,3.182251468,3.206275322
31155,94.04,6.4,12.27,3.227895243,3.398173104
31157,88.66,16.5,26.98,3.038603628,3.201795957
31159,94.74,6.1,16.44,3.331263426,3.708863459
31161,89.08,20.6,16.54,3.235043884,3.174107885
31163,92.63,17.6,19.05,2.842475108,3.240176851
31165,95.18,28.1,3.22,,
31167,95.21,8.5,9.24,3.307990426,3.403520018
31169,92.76,13,17.24,3.469774899,3.554873221
31171,97.68,22,7.94,,
31173,89.54,25,42.57,2.650007582,2.485342098
31175,93.61,14.2,11.28,3.048349083,2.875416587
31177,95.48,6.3,10.32,3.216114661,3.321261781
31179,96.04,8.4,4.89,2.869679204,3.203700534
31181,94.87,11,17.77,2.856711781,3.152149627
31183,95.56,24.4,25.27,,
31185,94.26,11,16.44,3.115487409,3.178929745
32001,93,14.7,22.83,3.026114343,2.954245804
32003,86.25,18,29.24,2.952550509,2.803318729
32005,94.17,11,22.42,3.160700528,3.045988176
32007,86.8,13.2,19.74,2.868787234,2.678099976
32009,79.89,16.4,9.42,,
32011,94.99,13.4,7.63,3.090781336,2.799711252
32013,84.03,13.2,15.29,2.718743677,2.654827183
32015,86.05,11.4,37.18,3.103050195,2.866049592
32017,86.9,16.7,30,3.295317743,3.140859762
32019,86.86,13.1,20.97,2.825783955,2.752442997
32021,89.39,20.7,49.93,2.926008112,2.522328264
32023,86.15,22,27.27,2.664278047,2.428473437
32027,82.54,18.8,25.27,2.674813261,2.29809171
32029,94.17,11.2,16.49,2.704599548,2.609400896
32031,88.88,11.3,24.42,2.881979017,2.780083596
32033,88.35,12.6,10.53,2.518061123,2.279722286
32510,88.05,15.9,24.29,2.923067113,2.70635206
33001,92.81,9.8,23.89,3.128234788,3.072333032
33003,94.57,11.8,24.65,3.154785801,2.953494847
33005,93.45,10.9,18.29,3.084863603,3.103753934
33007,88.05,18.8,16.96,2.9420365,2.948719061
33009,92.6,10.6,19.46,3.389784248,3.304647898
33011,92.36,9.4,19.91,3.099368814,3.071603753
33013,93.12,7.4,18.12,3.237049039,3.166743433
33015,95.35,4.8,16.38,3.382319572,3.375771666
33017,93.34,6.7,19.64,3.150942399,
33019,91.11,11.8,17.63,3.159471089,2.963546475
34001,87.84,19.3,28.72,3.023488668,2.937436557
34003,92.81,6.7,14.97,3.677586117,3.565760165
34005,93.75,7,21.92,3.277822854,3.166363621
34007,88.82,15.5,32.35,3.115299455,3.004400464
34009,93.4,15.6,21.91,3.143786671,3.053189232
34011,80.49,17.5,33.99,2.69933391,2.637975244
34013,86.67,18.4,34.84,3.24440544,3.10612625
34015,93.46,8,20.74,3.299968574,3.222373845
34017,85.68,18.9,27.64,3.254335007,3.08889142
34019,95.49,3.9,10.89,3.450089313,3.500442899
34021,89.62,12.7,27.91,3.151295389,3.085643467
34023,89.93,8.3,18.1,3.393405972,3.376398505
34025,93.75,6.4,15.68,3.409743796,3.410527767
34027,94.4,4.5,13.04,3.614908143,3.557535444
34029,92.41,18.2,14.31,3.158748404,3.087152506
34031,84.49,25.4,27.9,2.999081646,2.949742235
34033,89.57,15.8,34.03,3.089945717,3.049535981
34035,94.2,5.7,14.51,3.473859416,3.493904294
34037,95.39,5.8,15.66,3.328965182,3.25741909
34039,87.14,12,23.52,3.259345076,3.190874034
34041,92.67,8.9,18.85,3.250912161,3.183070533
35001,89.99,17,30.87,,2.639624797
35003,92.69,36.4,51.57,,
35005,79.37,26.2,29.18,,2.895206325
35006,81.46,32.4,41.44,,2.727999799
35007,87.51,25.2,38.07,,2.467035924
35009,80.94,19.4,31.07,,2.744177496
35011,82.04,29.2,13.28,,2.879019817
35013,80.56,27.3,27.54,,2.727884709
35015,83.62,14.2,26.6,,3.133610668
35017,87.41,26.2,20.84,,2.515825283
35019,82.62,28.9,39.31,,3.022296907
35021,85.41,23.7,3.39,,
35023,82.46,26.3,17.63,,2.742592049
35025,75.56,14.2,24.69,,2.737805942
35027,90.26,28.6,31.34,,2.558282264
35028,98.06,2.8,11.03,,3.473500033
35029,71.31,34.6,27.85,,2.444113796
35031,78.3,39.3,44.82,,2.105229649
35033,91.49,26.1,60.17,,2.51677266
35035,86.82,24.7,24.8,,2.684079766
35037,82.19,34.9,41.63,,2.743028791
35039,86.58,27.1,41.76,,2.263247966
35041,81,24.1,22.31,,3.04572786
35043,90.86,12.2,22.36,,2.827774063
35045,86.19,29.7,29.18,,2.719959094
35047,83.28,25.5,35.6,,2.306032406
35049,89.79,17.4,31.77,,2.608314088
35051,88.51,33.5,28.94,,
35053,82.96,38.1,33.84,,2.581011381
35055,91.1,26.6,48.25,,2.539997426
35057,85.49,27.6,24.33,,2.877241884
35059,83.91,27.2,29.02,,3.424902898
35061,84.66,20.4,25.89,,2.674450329
36001,92.36,12.5,29.11,,
36003,91.7,21,19.05,,
36005,73.43,30.6,49.84,,
36007,90.28,23.8,25.01,,
36009,89.67,22,23.93,,
36011,88.23,15.3,25.25,,
36013,89.42,19.4,24.15,,
36015,89.9,20.1,26.13,,
36017,88.47,15.7,21.1,,
36019,88.05,13.1,18.07,,
36021,90.92,16,23.17,,
36023,90.69,15.7,20.15,,
36025,89.48,18.7,21.7,,
36027,91.14,8.6,20.98,,
36029,92.05,17.8,28.79,,
36031,90.48,14.9,18.54,,
36033,87.72,25,25.46,,
36035,88.43,20.2,31.97,,
36037,92.25,12.6,18.23,,
36039,87.3,16.1,16.66,,
36041,79.54,14.1,14.69,,
36043,90.65,16.2,18,,
36045,90.96,17.8,22.59,,
36047,83.2,23.5,30.49,,
36049,91.3,16.7,14.87,,
36051,91.75,12.3,22.33,,
36053,92.62,13.9,17.44,,
36055,90.85,20.4,32.83,,
36057,87.83,20.2,28.05,,
36059,91.55,6.3,15.51,,
36061,87.84,19.3,34.54,,
36063,91.55,14.7,26.12,,
36065,89.04,17.7,24.81,,
36067,91.23,19.6,28.47,,
36069,93.19,11,22.56,,
36071,89.86,15.7,16.6,,
36073,87.66,20.1,24.39,,
36075,89.12,19.2,25.69,,
36077,92.65,16.8,21.13,,
36079,92.97,5.6,14.9,,
36081,82.6,13,24.71,,
36083,92.47,14.3,24.45,,
36085,88.46,15,21.08,,
36087,88.51,25,12.62,,
36089,88.59,18.4,18.9,,
36091,93.73,6.3,15.31,,
36093,90.93,15.4,27.67,,
36095,90.68,15.5,22.9,,
36097,91.06,16.8,10.62,,
36099,84.92,19.1,12.68,,
36101,91.2,18.4,23.43,,
36103,90.35,6.2,17.69,,
36105,86.96,21.3,25.24,,
36107,91.79,12.1,18.79,,
36109,94.49,12.4,28.77,,
36111,91.17,13.6,24.37,,
36113,92.1,13.8,24.22,,
36115,88.04,16.1,22.37,,
36117,89.86,12.3,19.15,,
36119,88.61,8.5,20.36,,
36121,90.47,11.3,17.49,,
36123,86.5,22.2,22.63,,
37001,87.49,18.3,27.69,3.003315559,2.815257171
37003,83.39,16.8,23.9,3.137743855,3.091920304
37005,78.75,30.7,22.04,3.040600215,3.279475193
37007,81.05,29.3,43.79,2.794868535,2.619177786
37009,86.33,22.4,25.16,3.236929965,3.162203608
37011,85.74,23.8,17.22,2.995347983,2.84424646
37013,88.34,29,36.11,3.179327737,3.214643867
37015,78.82,31.5,50.97,2.572128712,2.584407095
37017,83.18,35.5,36.7,2.87520133,2.845820627
37019,92,19.6,26.99,3.154303011,3.149485194
37021,91.69,17.4,21.68,3.346095405,3.190938728
37023,82.43,30.1,24.78,3.097286288,3.054521637
37025,90.59,10.5,21.11,3.09297638,3.048298982
37027,81.45,19.1,23.73,3.172711698,2.965026278
37029,87.39,8.6,26.74,3.649047901,3.474422174
37031,92.13,16,20.18,3.329326846,3.299168798
37033,82.15,24,28.55,3.131588218,3.034460806
37035,86.45,17.2,25.73,3.096716998,3.127197564
37037,89.12,13.3,22.07,3.335807584,3.254353404
37039,88.82,24.9,24.53,3.138097493,3.121961751
37041,83.86,28.9,39.71,2.944494249,3.232394405
37043,88.08,24.1,14.99,3.200658063,3.174072207
37045,85.78,21.7,37.34,3.152269698,3.241423973
37047,83.98,26.6,32.44,2.94778691,2.97838328
37049,88.91,19,25.75,3.120145632,3.028320317
37051,91.53,25.3,35.57,3.098830185,2.919966635
37053,90.88,14.8,20.02,3.148847901,3.289809255
37055,94.44,13.2,19.67,3.327177688,3.157231093
37057,84.95,17.5,24.84,3.06804136,3.050783556
37059,89.78,13,20.63,3.258066861,2.992275329
37061,78.67,26.9,32.39,2.755222972,2.659874432
37063,89.61,16.2,31.23,2.840884816,2.834252193
37065,83.02,45.4,46.94,2.516529404,2.361235158
37067,89.04,18.8,30.85,3.015759364,2.88836961
37069,86.55,16.4,23.28,2.944509788,2.915743676
37071,85.57,16.1,27.73,3.04091214,2.842949165
37073,88.94,19.7,25.34,2.80112412,3.054751751
37075,82.03,23.8,22.55,3.192533825,3.119540571
37077,86.06,15.4,31.45,2.907092395,2.945608799
37079,76.33,29.7,40.3,2.829361108,2.695715602
37081,89.6,19.3,33.51,3.040972728,2.971505074
37083,79.14,31,49.15,2.630967265,2.646731981
37085,88.09,19.5,25.78,2.992149396,2.922615029
37087,88.51,20.8,23.32,3.199951145,3.349473872
37089,91.44,17,21.86,3.273090511,3.267242291
37091,84.06,28,47.07,3.004810242,3.027011838
37093,87.49,21.3,25.95,2.979930521,3.09964229
37095,78.43,28,10.44,2.911665947,2.652824369
37097,90.33,13.6,21.91,3.269070673,3.196029552
37099,88,20,25.89,2.971834205,2.845238442
37101,88.21,13.9,20.91,2.993559457,2.875695298
37103,82.27,29.3,36.93,3.189485803,3.021631425
37105,85.11,22.4,27.21,3.009823939,2.959322675
37107,81.12,26.1,37.17,2.953276279,2.842470742
37109,88.79,13.4,18.47,3.294136058,3.243929212
37111,84.58,22.8,26.37,3.137915207,2.979307467
37113,89.03,18.5,25.14,3.195524755,2.992308569
37115,88.75,20,15.15,3.38005226,3.327021041
37117,83.23,32.3,40.05,2.704045102,2.775363517
37119,90.51,16.3,29.03,3.136019695,3.237560048
37121,86.31,20.4,23.87,2.975634467,2.868666552
37123,81.68,23.8,21.16,2.955119738,2.94021774
37125,92.38,12.6,21.69,3.370363137,3.178276034
37127,86.37,22.3,30.89,2.837143269,2.620382355
37129,93.23,14.3,27.29,3.252621313,3.217704828
37131,81.03,31.8,40.65,2.848235917,2.78870928
37133,92.32,15.9,20.68,3.097156382,2.872962288
37135,93.01,8.7,19.42,3.427722182,3.285392556
37137,88.65,26.8,20.56,2.916972788,2.867073509
37139,88.42,23.5,32.68,2.960385135,2.959258861
37141,88.76,16.5,22.35,3.095767641,3.064385936
37143,86.6,26,32.46,3.16139562,3.122016822
37145,88.18,19.5,26.85,3.113561111,3.03765042
37147,88.99,21.5,37.91,2.936524183,2.900506275
37149,91.59,18.7,17.08,3.49983891,3.464239461
37151,82.96,19.7,21.87,3.054842296,3.162264566
37153,82.89,34.2,47.79,2.842186966,2.792770436
37155,77.63,39.2,41.01,2.707988105,2.798901816
37157,83.24,22,31.5,2.945790615,2.885153131
37159,85.95,22.2,30.77,2.899598338,2.651005703
37161,84.89,25.5,28.41,3.291133117,3.239884814
37163,80.98,28.2,28.8,3.120844014,3.216006616
37165,80.88,45.6,46.83,2.688587117,2.838558367
37167,86.48,19.1,23.54,3.080817157,2.872188704
37169,85.14,19,27.77,3.160843118,3.141436965
37171,79.87,20,23.75,3.208542072,3.120554459
37173,83.35,20.9,39.58,3.012809451,2.912588137
37175,90.98,20.6,31.78,3.307438382,3.04509221
37177,76.59,29.4,24.77,2.97076681,2.638642107
37179,89.59,8.4,15.54,3.398610575,3.397451914
37181,83.07,30,43.34,2.917635397,2.97862904
37183,93.45,8.3,20.72,3.402656952,3.282921629
37185,83.81,33.3,53.1,2.808642989,2.588071956
37187,84,37.8,56.13,2.694523921,2.572549659
37189,90.62,12.9,17.21,3.463385046,3.306853612
37191,85.53,23.2,32.18,2.902796911,2.613711066
37193,81.53,20.1,22.13,3.094419247,3.063962604
37195,81.42,32.8,36.05,2.967628051,3.039485028
37197,84.72,16.8,20.84,3.149986031,3.112613645
37199,86.64,22.2,25.31,3.216166188,3.14056463
38001,92.77,11.4,12.62,3.239889248,2.917398626
38003,94.22,11.2,18.92,3.255837706,3.270729444
38005,86.26,34.5,54.2,2.474940348,2.551287298
38007,92.15,13.6,,,
38009,93.93,11.2,13.58,2.918176014,2.958158365
38011,89.94,11.6,14.42,3.280388045,3.383449322
38013,93.72,10.4,17.74,2.523189725,2.505982357
38015,94.44,9.4,22.32,3.131560203,3.282059059
38017,95.1,8.5,17.35,3.06835817,3.157894321
38019,93.3,12.2,16.6,3.070018876,3.243485371
38021,92.58,11.6,15.58,3.260398422,3.386635513
38023,92.47,12.1,14.34,3.143541872,3.046638019
38025,88.83,14,24.2,2.582629421,2.443505534
38027,90.41,14.6,11.35,3.468595599,3.367767993
38029,88.21,19,4.37,3.585118319,3.707327151
38031,91.86,9.1,6.69,3.146630356,3.352727568
38033,93.59,15.5,17.27,3.010785742,2.940584132
38035,95.4,10.8,21.17,3.284325153,3.226476883
38037,92.24,26.6,9.8,2.403985035,3.082989453
38039,91,12.1,21.23,2.955032026,2.740785038
38041,86.64,18.1,12.42,2.699564637,2.913776393
38043,89.79,19.5,9.35,3.129071141,2.911578265
38045,86.94,12,10.13,2.929304551,3.071883404
38047,87.45,22.1,4.49,,3.183767622
38049,90.36,15.7,12.05,2.842648549,2.844399682
38051,83.6,14.6,8.97,3.293762213,3.613786178
38053,91.38,8.2,17.73,2.845423495,2.626489463
38055,92,10.6,15.77,3.053088447,3.045851545
38057,90.55,7.6,16.1,2.885861616,3.073228477
38059,92.18,9.4,15.36,3.098037766,3.327744906
38061,89.91,14.6,24.76,2.845697379,2.340004541
38063,92.64,11.8,14.99,3.118167549,3.24718268
38065,92.41,20,24.6,2.752652592,3.101698805
38067,89.43,8.2,12.37,3.135629247,3.648416279
38069,94.47,12.3,18.47,3.310851413,3.043947973
38071,91.59,16.6,21.6,3.36563215,3.667608159
38073,91.15,10.8,9.63,3.229420027,3.003362679
38075,93.69,7.3,12.18,3.008284606,2.981097287
38077,92.1,10.7,16.23,2.966223414,3.044881288
38079,88.7,26.7,42.72,2.794609116,2.887118887
38081,93.94,10,27.97,2.698170937,2.714107975
38083,84.16,27.7,16.59,,
38085,85.66,32.9,59.31,,
38087,91.19,22.6,5.14,,
38089,92.23,8.5,10.37,3.232053142,3.429111806
38091,96.83,12.6,7.13,,
38093,91.49,10.5,24.87,3.162571649,3.432311193
38095,89.14,16.9,10.87,3.296658464,3.075755342
38097,93.59,8.1,13.71,2.88055837,3.221257442
38099,86.81,12.3,12.53,2.756850062,2.761776886
38101,94.53,8.8,14.05,3.135082951,3.106496271
38103,90.31,13.6,12.39,3.296628561,2.992429513
38105,90.61,8.7,18.86,2.811127179,2.703318298
39001,82.55,28.7,27.39,3.016176767,2.868911415
39003,90.57,17.9,32.49,3.19255793,3.122481663
39005,90.1,15.6,20.5,3.331870762,3.131875892
39007,86.14,23.6,23.73,2.951812276,2.872122458
39009,90.37,21,21.63,3.123013985,2.845052467
39011,93.15,7,18.07,3.36376337,3.325851567
39013,91.02,18.2,23.53,3.258685346,3.088405854
39015,87.81,17.6,19.35,3.029067275,3.071256758
39017,91.57,11.9,22.09,3.144864531,3.038216519
39019,88.93,16.4,19.11,3.263572073,3.249721552
39021,91.18,13.2,25.04,3.006985533,2.891865666
39023,88.93,20.5,30.91,2.901969045,2.606855513
39025,89.76,10.9,20.12,3.277135733,3.267825612
39027,90.1,15.2,25.23,3.063086951,3.066061163
39029,89.25,19.2,24.08,3.108796729,3.078943797
39031,85.59,21.7,24.66,3.24213009,3.215989462
39033,90.45,18,28.59,2.929881818,2.722816485
39035,90.5,19.9,38.19,2.920716688,2.785789326
39037,90.37,12.5,19.37,3.259549731,3.089810956
39039,91.98,12.5,27.9,3.257566041,3.285422878
39041,96.82,3.3,11.17,3.760706195,3.69160581
39043,92.23,14.5,27.71,3.270569128,3.035551986
39045,93.28,8.2,19.55,3.307796724,3.146483988
39047,83.88,19.7,26.24,3.160960463,3.357977608
39049,91.13,20.3,30.35,2.891065589,2.687585299
39051,92.68,10.4,18.92,3.411092807,3.252439806
39053,86.08,21.8,21.26,3.021214022,3.064018713
39055,90.36,6.2,9.15,3.737743983,3.637291877
39057,94.01,10.3,21.22,3.331397751,3.163130504
39059,84.81,23.6,23.37,2.983747148,2.772505195
39061,91.77,16.5,35.06,3.093022888,2.96719261
39063,93.07,11,19.43,3.245858694,3.179522896
39065,90.15,19,20.2,3.183709351,3.07000533
39067,87.74,18.9,20.03,3.152652878,3.027389945
39069,93.51,10.7,18.65,3.427035364,3.363561411
39071,84.27,21.9,15.22,3.32091568,3.034861863
39073,88.3,19.4,24.96,3.424643098,3.441200073
39075,56.14,12.1,6.21,3.380378279,3.290141076
39077,89.19,14.6,27.7,2.982276437,2.938849305
39079,86.41,21.7,20.91,3.113235162,3.223666415
39081,91.45,20.8,28.27,3.291306665,3.138040396
39083,91.71,14.9,20.89,3.314841938,3.12118745
39085,92.57,10.5,23.87,3.221654831,3.108348554
39087,87.71,28.6,26.65,3.245800151,3.155483507
39089,92.45,12.4,20.24,3.178688291,3.06644528
39091,92.54,14,19.67,3.168237949,3.250270522
39093,89.96,16.1,28.58,3.102752342,2.959082753
39095,89.68,26.6,34.78,2.869953487,2.662572464
39097,87.4,12.1,24.2,3.246490721,3.179588622
39099,91.13,22.5,34.19,3.006021431,2.973153333
39101,89.87,19.4,30.57,2.91701736,2.588702811
39103,94.69,6.3,15.24,3.526841384,3.38038356
39105,83.96,23.3,22.77,2.854373149,2.615060228
39107,92.22,7.6,13.83,3.505711535,3.562885105
39109,91.87,10.9,18.81,3.308944406,3.305399427
39111,90.16,21,17.2,3.001014188,2.969445806
39113,90.53,20.5,33.06,2.932081055,2.725303901
39115,85.89,20.3,22.3,3.342149671,3.333183374
39117,88.31,13.2,20.18,3.103480904,3.01179555
39119,88.71,20.9,26.44,3.17300659,3.062306845
39121,83.39,16,14.53,2.988320176,3.004359836
39123,92.02,10.4,25.52,3.371924671,3.45515189
39125,89.89,13.9,25.68,3.375324439,3.338621851
39127,87.46,17.2,26.42,3.199892988,2.989994433
39129,86.99,18.3,19.31,3.321383828,3.107860916
39131,83.86,24.5,22,2.964794914,2.739796275
39133,92.53,12.3,23.08,3.213919051,3.096819449
39135,90.52,13,14.28,3.006455019,3.015483915
39137,93.95,6.3,13,3.333199108,3.46676599
39139,87.86,18,27.8,3.039519158,2.870671686
39141,88.87,19.3,22.64,3.099595956,2.91065948
39143,91.48,13.8,22.88,3.147578854,3.15311798
39145,85.65,26.6,22.98,3.221421371,3.232046841
39147,92.07,13.3,23.47,3.151239929,3.028224028
39149,89.58,12,18.33,3.284171978,3.266533532
39151,92.09,18.2,28.45,3.165916145,3.111815208
39153,92.1,15.6,29.06,3.157142193,2.954999912
39155,89.4,29.4,27.93,3.12243247,3.001387597
39157,87.13,13.6,16.47,3.157171338,3.01547021
39159,94.25,4.7,12.04,3.516760639,3.429929754
39161,92.22,9.9,19.52,3.250801249,3.139408163
39163,78.92,24.6,26.35,3.169752332,3.111538079
39165,94.08,5.6,14.12,3.546836918,3.492618736
39167,90.57,19.8,19.86,3.176873095,2.959417093
39169,86.8,11.6,12.79,3.300656886,3.181599161
39171,91.42,15.2,15.59,3.095602671,3.123424384
39173,94.91,8.9,19.73,3.280727407,3.186576344
39175,92.75,9.2,22.03,3.237205369,3.122306776
40001,81.17,31.3,29.14,2.75640782,2.755613849
40003,86.45,17.9,12.64,3.074831193,3.380847756
40005,83.41,22.9,30.12,3.326743311,3.268106205
40007,85.13,15.2,19.7,3.130852479,3.247325646
40009,84.03,22.1,17.35,3.101119099,2.967499786
40011,83.57,19.5,25.87,3.106260121,3.29706312
40013,87.32,19.1,23.79,3.148396151,3.256852493
40015,85.34,22.5,31.01,3.090662394,3.025383096
40017,91.18,9.1,16.9,3.222820627,3.219780931
40019,87.43,22.6,27.46,3.019352294,2.999195998
40021,87.51,25.6,27.34,2.862726394,3.028721766
40023,83.86,27.5,35.09,2.852809697,2.827022371
40025,84.28,24.4,19.22,2.562602631,2.636434709
40027,92.23,12,22.8,3.151481984,3.093839223
40029,84.97,25.5,28.11,2.978276101,3.083120416
40031,90.76,20.1,29.4,3.008192135,2.914435597
40033,84.27,24.8,21.87,3.022613882,3.081241285
40035,87.65,22.7,26.68,2.779267726,2.991745452
40037,89.31,17,23.99,3.038911632,3.034558567
40039,87.5,16.1,22.42,3.248354477,3.289118729
40041,85.15,26.9,26.38,2.844808355,2.92925766
40043,93.55,12.3,8.07,3.210917118,3.24055918
40045,85.66,15.7,17.71,3.458355176,3.416767311
40047,87.28,17.3,26.32,2.974622568,3.066010703
40049,86.8,21.7,28.96,2.931906522,3.014741381
40051,90,15.5,20.31,3.174515959,3.250385308
40053,90.1,15.1,18.72,3.296335337,3.339486149
40055,83.81,27.1,19.23,2.99805433,2.916399342
40057,81.91,34.7,18.28,2.990194414,3.379963409
40059,83.46,15.4,14.42,2.995244873,3.206482972
40061,85.05,25.8,20.2,2.8453152,2.907316486
40063,82.65,26.6,35.7,2.940732874,2.809112494
40065,85.68,20.5,25.16,2.837676701,3.007616621
40067,83.06,25.2,30.9,3.034117176,3.073488687
40069,86.02,23.4,23.57,2.955266582,2.826897877
40071,88.4,22.1,29.62,2.92505264,3.100264807
40073,89.17,11.9,20.9,3.192159408,3.226874874
40075,85.15,26.7,23.11,2.764256107,2.644155456
40077,87.35,25.5,28.75,3.013117833,2.750344338
40079,84.45,23.2,25.75,2.869004579,2.968152583
40081,88.19,18.4,20.29,3.071723575,3.10351664
40083,91.12,13.4,15.93,2.587757026,2.587124935
40085,83.79,16.3,22.11,2.642171838,2.676148539
