FIPS,Percent_High_school_completion,Percent_Children_in_poverty,Percent_Kids_in_Single_Parent_Houses,Reading _scores,Math_scores
21123,83.66,19.5,19.81,3.141533121,2.997864643
21125,81.47,25.1,29.79,3.406849757,3.533077495
21127,75.18,29.7,24.53,3.130317414,2.868607921
21129,69.02,40.7,40.35,2.851200202,2.641522192
21131,77.63,31.8,28.6,3.106701409,3.276444453
21133,77.79,28.8,27.56,3.120893866,2.884781085
21135,77.62,32.1,29.08,2.653564106,2.583727551
21137,80.93,22.8,25.22,2.822411615,2.654945183
21139,86.13,20.1,16.37,2.865911529,2.663106096
21141,87.01,21.1,27.64,3.073835693,3.036385019
21143,89.66,18.8,19.63,3.709395986,2.664316872
21145,92.16,21.2,29.27,3.373260201,3.254967137
21147,76.21,40.9,19.88,3.10479501,3.024693782
21149,88.62,18,10.59,3.113312636,3.393773095
21151,88.08,16.9,22.54,3.062803144,2.863686519
21153,71.74,38.6,35.81,3.36929967,3.076494789
21155,83.11,20.4,31.58,3.101294901,3.121002683
21157,90.33,14.8,19.84,3.16481255,2.751160987
21159,75.14,37.2,14.18,2.84301147,2.904857519
21161,86.91,22.8,27.29,2.970380645,2.684929315
21163,89.98,15.3,16.08,3.333391194,3.56153408
21165,74.18,35.4,16.67,2.54361707,2.327841011
21167,86.68,18.6,13.96,3.074468035,2.757414734
21169,79.05,33.6,22.11,2.852532869,2.681815584
21171,79.36,32.1,20.65,3.827196369,3.572869162
21173,84.76,20.5,20.54,3.059058419,3.034553786
21175,78.19,30.2,23.48,3.401711609,3.147425163
21177,82.52,21.9,19.68,3.316352389,3.334757829
21179,92.1,13.6,18.87,2.893223437,2.781532989
21181,80.42,26.8,22.65,2.918119241,2.977333953
21183,82.11,21.5,25.86,3.066832295,2.705205573
21185,94.16,4.5,14.74,3.322305271,3.256185761
21187,81.87,19.9,14.13,2.919398061,2.908577057
21189,69.12,44,45.8,2.392212301,2.692689374
21191,83.55,20.1,22.22,2.953583283,3.228829927
21193,79.38,29.5,29.68,3.203141923,2.906706198
21195,78.31,27.7,27.88,3.351756598,3.214478495
21197,81.38,30.6,27.67,2.939167341,2.745649952
21199,83.36,26.5,28.68,3.506220798,3.418868673
21201,84.46,23.6,15.97,3.514269346,3.009707363
21203,80.14,28.2,28.88,3.313884829,3.200114767
21205,86.24,28.8,23.31,3.050035839,2.977310445
21207,81.54,26.6,27.81,3.180705286,3.07291715
21209,92.75,10.3,19.67,2.987977135,2.931383073
21211,87,11.8,20.15,2.855843032,2.699857059
21213,87.6,18.8,16.43,3.022037391,3.099441829
21215,92.65,8.2,13.23,3.397278008,3.441758364
21217,87.67,22.5,28.97,3.118398536,3.31243454
21219,78.83,24.8,17.56,3.301933832,3.674924065
21221,88.78,27.1,16.55,3.103485463,2.804276138
21223,83.69,16,20,2.660772221,2.579278262
21225,91.92,21.7,20.79,2.894976228,3.045519439
21227,88.3,23.7,24.3,3.15710812,3.022023958
21229,87.6,17.5,19.52,3.065875659,2.823509477
21231,76.29,32.9,28.6,3.14241551,3.318094524
21233,85.01,19.3,26.89,2.96090799,3.00994931
21235,81.05,28.7,18.98,3.358780696,3.151876793
21237,68.06,41,31.5,3.149623868,2.536073646
21239,91.02,10.9,21,3.186683792,3.1046936
22001,80.75,33.1,31.73,,
22003,81.82,24.5,24,,
22005,89.59,12.9,24.66,,
22007,75.68,26.1,45.91,,
22009,79.26,31,42.73,,
22011,87,19.2,19.98,,
22013,83.95,38,42.7,,
22015,90.07,24.7,31.32,,
22017,86.82,25.7,45.92,,
22019,87.41,23.2,31.82,,
22021,81.14,28.6,33.09,,
22023,88.6,17.7,22.16,,
22025,74.87,41.2,27.37,,
22027,78.97,38.4,46.63,,
22029,80.62,38.8,50.83,,
22031,82.72,25.2,35.39,,
22033,90.22,20.8,38.44,,
22035,70.93,50.9,70.42,,
22037,79.5,22.8,32.79,,
22039,76.72,34.1,37.02,,
22041,76.25,37.4,43.71,,
22043,83.84,22.4,36.13,,
22045,81.89,33.9,36.09,,
22047,79.84,31.7,50.44,,
22049,82.87,27.2,40.3,,
22051,86.35,25.2,33.35,,
22053,81.89,23.1,19.99,,
22055,89.12,19.3,29.63,,
22057,80.12,18.7,24.36,,
22059,80.12,20.4,27.13,,
22061,88.78,26.9,38.84,,
22063,87.09,16,22.09,,
22065,75.09,47.4,56.03,,
22067,81.31,40.7,44.81,,
22069,87.91,31.6,42.25,,
22071,87.66,29.9,51.9,,
22073,87.77,33.4,40.86,,
22075,84.97,20.1,19.11,,
22077,81.23,26.1,47.83,,
22079,86.52,22.7,34.3,,
22081,79.09,36.8,48.22,,
22083,77.84,34.5,48.25,,
22085,85.45,26,30.79,,
22087,80.58,31.3,33.51,,
22089,89.86,15.6,36.67,,
22091,79.07,34.9,52.72,,
22093,85.62,21.4,40.65,,
22095,85.61,24.5,34.68,,
22097,76.66,29.7,34.99,,
22099,83.24,24.7,28.7,,
22101,82.05,29,34.63,,
22103,90.49,12.8,24.5,,
22105,82.06,29.1,36.09,,
22107,78.88,51.4,52.12,,
22109,80.58,19.7,24.75,,
22111,85.02,37.2,37.2,,
22113,79.96,21.6,21.34,,
22115,87.63,21.1,23.08,,
22117,80.56,35.8,39.14,,
22119,85.62,28.1,32.77,,
22121,86.84,20.2,33.36,,
22123,80.99,29.9,43.52,,
22125,80.04,18.7,47.43,,
22127,80.68,28.1,36.82,,
23001,91.26,15.6,19.4,2.690259109,2.712279355
23003,89.8,18.8,20.06,3.097983213,3.034808911
23005,95.28,8.8,19.01,3.280652676,3.242035644
23007,93.6,16.2,20.14,2.762605933,2.659450638
23009,94.73,12.9,20.52,3.002967022,2.812583934
23011,93.24,13.8,19.72,3.023521641,2.98455243
23013,93.03,13.6,20.66,2.915779509,2.853665003
23015,93.76,13.8,18.18,2.939913226,2.921479813
23017,91.41,16.9,16.87,2.89981587,2.874314929
23019,92.87,13.1,20.35,3.078263013,3.114679276
23021,91.59,21.2,19.39,2.777143782,2.782864506
23023,94.5,10.9,18.81,2.99463971,2.9970804
23025,90.27,18.5,18.06,2.795777223,2.735796109
23027,92.8,15.6,14.73,2.878679499,2.698537127
23029,90.94,17.7,23.5,3.087411136,3.133760791
23031,93.76,8.9,19.57,3.202960105,3.171071416
24001,89.83,18.6,25.97,,
24003,93.21,6.3,20.15,,
24005,91.57,11.2,29.1,,
24009,94.28,5.3,16.95,,
24011,84.26,17.9,25.87,,
24013,93.14,5.6,14.73,,
24015,90.04,12.4,21.07,,
24017,93.56,9.3,26.68,,
24019,87,23.8,39.94,,
24021,92.56,7.2,18.3,,
24023,90.15,16.7,20.55,,
24025,93.06,7.2,18.82,,
24027,95.51,5.8,19.09,,
24029,89.26,17.2,43.66,,
24031,91.36,7.6,19.94,,
24033,87.19,12.7,32.61,,
24035,93.25,7.9,17.5,,
24037,90.36,9.2,21.42,,
24039,83.52,26.6,33.56,,
24041,91.15,14.7,25.05,,
24043,88.13,16.9,24.16,,
24045,87.66,19.2,31.76,,
24047,92.25,18.6,28.88,,
24510,85.53,26.8,51,,
25001,95.82,9.5,20.38,3.400992051,3.25181508
25003,92.86,14.6,27.37,3.214225937,3.042546477
25005,86.15,12.6,29.54,3.331907421,3.184040854
25007,95.74,10,17.25,3.48404546,3.337015448
25009,89.69,11.2,26.63,3.317079962,3.164188034
25011,93.44,13.7,26.41,3.241716459,2.96712324
25013,85.79,20.4,36.36,3.148274879,2.955826918
25015,95.09,8.4,23.28,3.322633579,3.09899631
25017,93.65,7.3,17.04,3.53540947,3.456504891
25019,95.06,4.6,8.2,2.949191051,2.780740358
25021,94.08,4.7,14.98,3.674024898,3.577964173
25023,92.83,7.3,19.37,3.321381731,3.134792372
25025,86.87,20.5,39.74,3.029576483,2.920918053
25027,91.29,10.8,22.11,3.309376301,3.16354198
26001,90.15,25.5,23.6,2.783885628,2.376654758
26003,92.17,16.3,11.32,2.944449085,2.709804691
26005,91.23,8.4,18.97,3.173653927,3.139889344
26007,92.88,19.7,23.73,2.798027641,2.681103612
26009,93.02,19.7,19.98,2.839191669,2.641321067
26011,89.04,21.3,23.66,3.144146592,2.704060485
26013,89.86,16.1,21.88,2.920844012,2.969334371
26015,93.36,9.3,17.48,3.078522392,3.027331403
26017,90.54,16.4,27,2.967346379,2.777079673
26019,93.86,12.7,16.21,,
26021,90.47,22.1,31.79,2.847168027,2.797463111
26023,89.22,18.6,20.68,2.762708474,2.78124689
26025,90.78,21.5,29.7,2.65515557,2.546647444
26027,88.27,16.1,23.27,3.017434389,2.902232158
26029,93.85,12.8,20.29,3.163321939,3.058010328
26031,90.11,21.7,20.63,3.072598946,2.730129183
26033,92.15,18.4,23.02,2.957291262,2.818930694
26035,85.51,26.7,19.28,2.760539589,2.430869355
26037,95.17,8.7,14.44,3.407153988,3.307247432
26039,90.59,23.9,22.38,3.118586254,3.174014676
26041,92.53,15.4,24.8,3.175312354,3.019384596
26043,94.73,13.4,22.06,3.090614976,3.218758927
26045,94.58,10.3,20.15,3.004037392,2.891722385
26047,94.83,12.1,20.11,3.180961176,3.049317662
26049,90.91,24.3,33.33,2.833781594,2.663435131
26051,87.71,28.2,21.35,2.960623514,2.706320155
26053,94.17,22.5,28.48,2.896703603,2.973603093
26055,95.36,10,18.66,3.292306121,3.130791033
26057,92.06,15.7,25.15,2.905648857,2.65314177
26059,89.88,19.4,20.18,2.657706419,2.579342133
26061,92.83,13.6,13.87,3.494250789,3.434571235
26063,90.3,13.5,18.32,3.049571889,2.939338782
26065,93.43,14.9,27.96,3.058388015,2.960376003
26067,91.37,11.4,20.53,3.066922672,2.874994774
26069,88.67,24.2,17.54,3.070679427,3.017332489
26071,92.09,22.8,32.2,3.083141828,2.92496738
26073,92.46,17,25.8,3.129118527,2.863392554
26075,91.73,16.8,32.34,2.858504081,2.724593794
26077,94.07,14,24.49,2.97270172,2.862191541
26079,87.98,19.3,18.8,2.64445794,2.680689084
26081,91.4,12.6,23.35,3.120932969,3.018324656
26083,97.08,17.2,31.05,,
26085,82.96,32.6,16.28,2.741102124,2.466620554
26087,91.24,11.4,15.57,3.09440047,2.912634144
26089,95.9,12.1,14.94,3.016316585,2.811208689
26091,91.03,12.2,17.76,3.063209893,2.930188089
26093,95.55,5.5,13.24,3.294398628,3.197304738
26095,89.82,29.4,14.03,2.493714155,2.327779058
26097,90.6,21.6,24.15,2.947420306,2.69747106
26099,90.49,12.6,22.54,2.961898259,2.812477006
26101,90.53,18.9,22.56,2.722283734,2.746053886
26103,95.55,13.8,21.95,3.095174568,2.927507457
26105,91.43,18.9,22.72,3.009751519,2.89576722
26107,91.47,19,17.35,2.989582118,2.988850847
26109,93.59,16.5,17,3.13516535,3.009934461
26111,94.39,12.1,16.81,3.260707765,3.13002004
26113,90.61,17.7,18.11,3.17802281,3.088260457
26115,91.42,11.9,19.45,3.076977736,2.905447644
26117,89.34,18.3,18.01,2.98257956,2.804063408
26119,88.52,25.7,19.03,2.675857218,2.670415925
26121,91.35,17.6,28.99,2.809725206,2.628313219
26123,89.39,16.8,19.37,2.687038117,2.622134858
26125,94.35,7.8,18.99,3.147661128,3.057675675
26127,87.98,19.3,16.79,2.718694751,2.586972602
26129,86.66,24.9,20.43,3.244000061,3.052080027
26131,92.63,23.4,14.54,2.645972111,2.794349035
26133,88.91,20.1,17.86,2.842025001,2.577576619
26135,82.08,26,13.83,2.555679969,2.683766351
26137,93.25,14.3,28.11,2.993639624,2.77425297
26139,93.39,6.1,15.7,3.445990208,3.369902471
26141,90.13,20.2,17.67,3.115117194,3.055328401
26143,90,28.6,29.28,2.49968202,2.342039329
26145,90.26,22.1,32.74,2.860792015,2.73998789
26147,91.4,18.1,22.96,2.974551428,2.847470881
26149,86.53,17.4,16.59,2.858337709,2.648609687
26151,89.53,21.9,18.41,3.00517213,2.868583595
26153,89.72,18.7,19.68,2.791310612,2.593224103
26155,92.5,16.7,20.45,3.000652524,2.803639673
26157,90.1,13.8,15.28,3.03198409,3.041775352
26159,87.43,18,24.92,2.980778202,2.843283883
26161,95.69,9.7,21.17,3.207628189,3.205424912
26163,87.16,29.4,38.53,2.589811708,2.440670447
26165,89.87,15.9,21.24,3.051819492,3.004323606
27001,92.13,15.6,26.87,3.0538019,3.080870976
27003,94.17,7.4,18,3.190351909,3.398246553
27005,92.96,15.5,17.44,3.088546933,3.257114393
27007,92.28,17.5,32.38,2.740192187,2.976863607
27009,91.26,7.6,18.44,3.023508476,3.261598811
27011,92.22,14,14.27,3.390004677,3.370476743
27013,94.62,10.7,22.14,3.346355294,3.538385635
27015,92.94,7.7,15.97,3.126309912,3.302289538
27017,94.29,8.9,20.93,3.362271741,3.519440845
27019,96.38,3.2,11.7,3.334820206,3.531222084
27021,93.39,19.4,23.71,2.935972384,3.037053763
27023,89.1,11.1,18.5,3.130937656,3.234353422
27025,95.39,6.3,13.78,3.077950587,3.341716779
27027,95.26,8.7,16.92,3.047254781,3.318411106
27029,85.52,14.4,19.45,2.912874308,3.144579092
27031,96.96,11.2,17.7,3.203819065,3.185387419
27033,90.07,14.8,20.36,3.27722295,3.503080803
27035,94.3,10.9,20.3,3.275646718,3.399327833
27037,94.96,5.4,20.53,3.261390801,3.430818941
27039,94.17,6,17.99,3.162556798,3.315654909
27041,95.52,7.8,15.97,3.309186653,3.609109835
27043,92.24,13.6,16.4,3.184004342,3.399385558
27045,91.05,11.2,12.28,3.352713101,3.496342279
27047,88.23,13.1,23.73,2.991773333,3.1127875
27049,92.89,7.4,17.31,3.201638659,3.157059833
27051,93.02,12.7,15.84,3.288410747,3.377834166
27053,93.64,10.5,24.18,3.090682604,3.230758147
27055,94.65,7.3,18.37,3.313242032,3.446166094
27057,93.76,13.5,16.09,3.372282191,3.688738828
27059,92.33,7.6,18.92,3.083796551,3.383083366
27061,94.24,12.8,17.63,3.10620317,3.176591905
27063,93.24,10.5,11.73,3.181767815,3.283073067
27065,89.92,10.8,10.03,3.354392936,3.433582311
27067,90.94,10.9,25.08,2.86220525,3.108092139
27069,96.84,11.7,21.17,3.261201286,3.342395876
27071,92.73,15.4,23.71,3.324487678,3.58681379
27073,93.46,11.7,17.36,3.081537753,3.706018405
27075,94.58,8.9,19.16,3.095502487,3.29667455
27077,96.25,10.2,31.23,2.753883007,2.939735138
27079,94.53,6.4,16.62,3.091320278,3.393021043
27081,92.51,8.9,12.7,3.137391323,3.378080693
27083,93.01,10.3,20.95,3.121362823,3.264035282
27085,93.32,7,12.87,3.129976113,3.287539093
27087,86.13,24.4,34.92,2.708839659,2.870806111
27089,90.07,9.2,17.87,3.049282432,3.321697865
27091,93.59,13,18.59,2.999419694,3.19006883
27093,93.54,6.8,12.82,3.314261421,3.578703207
27095,90.2,12.4,22.1,3.190544789,3.366091152
27097,91.13,11.9,19.28,2.947718515,3.140936631
27099,88.16,10.5,24.29,2.992773592,3.084214564
27101,90.07,10.8,15.95,3.024792409,3.242508854
27103,93.81,7,23.03,3.329751,3.419630051
27105,77.59,12.2,29.83,2.914916546,2.965670188
27107,93.09,15.4,15.4,3.272811961,3.316906583
27109,94.5,6.6,18.81,3.242251015,3.436677356
27111,92.12,10.1,18.39,3.237945497,3.412425224
27113,94.22,8.5,22.53,3.0673448,3.16495358
27115,91.19,12.6,16.13,3.11018601,3.102264449
27117,90.19,12.5,14.07,3.103631594,3.205796683
27119,93.18,12,22.14,3.065893349,3.193990438
27121,93.74,8.3,12.46,3.247889024,3.644794301
27123,90.98,16.4,24.3,2.793718186,2.844275766
27125,94.05,9,20.08,3.450141353,3.640590292
27127,92.41,10.6,17.31,3.146229865,3.293260806
27129,90.43,11.1,15.96,3.053219994,3.336650204
27131,91.49,8.9,18.22,3.082331243,3.167477686
27133,93.07,10.6,12.99,3.576547499,3.708972553
27135,91.55,9,21.41,3.369799881,3.27399538
27137,94.46,11.5,21.69,3.190388605,3.321513137
27139,95.05,4.9,13.63,3.271414668,3.568195576
27141,94.09,5.2,17.91,3.191728372,3.367092472
27143,92.19,9.3,9.12,2.938168786,3.23212139
27145,91.9,11,19.33,3.080404617,3.317906122
27147,92.67,9.5,11.52,3.082993134,3.184251536
27149,94.82,8.1,9.29,3.415184192,3.760830491
27151,91.05,11.5,24.16,2.94169533,3.354722452
27153,87.45,15.9,15.03,2.788367192,2.940986578
27155,94.09,18.2,23.09,3.034523166,3.199234122
27157,93.79,7.2,17.01,3.29365292,3.503400003
27159,91.39,13.9,22.76,3.068233831,3.477131287
27161,93.23,9.4,17.56,3.173360683,3.186703653
27163,96.04,4.3,15.98,3.305268221,3.54873189
27165,84.19,12.5,22.4,2.985807037,3.199485868
27167,94.57,10.9,24.46,3.109561857,3.328234294
27169,93.54,11.1,14.59,3.15845705,3.289369161
27171,93.96,4.4,11.19,3.412076098,3.636550311
27173,91.71,11.8,23.3,3.047146609,3.213337385
28001,75.51,40.1,52.15,2.447927645,2.676417206
28003,80.55,22.4,29.89,3.063121212,2.799657081
28005,86.05,25.5,36.77,2.600740147,2.29963353
28007,78.95,27.9,46.25,3.036035758,3.173462459
28009,74.58,29.8,30.45,3.106457927,3.36962952
28011,80.7,41.3,47,2.651179011,2.536509177
28013,77.97,25.8,33.1,3.112316743,3.090168975
28015,84.32,22,33.42,2.654946768,2.502042418
28017,77.38,31.5,35.61,2.897780936,3.148647131
28019,83.15,27.4,24.67,3.190082754,3.035199726
28021,79.34,42.6,42.34,3.229718947,3.065677594
28023,85.47,32.8,37.55,,2.807281719
28025,83.7,33.6,49.84,2.747485364,2.677874102
28027,80.81,53.1,62.5,2.413425305,2.467541276
28029,84.12,31.1,42.93,2.805680137,2.750459289
28031,81.66,31.2,35.87,2.695817169,2.581615139
28033,91.01,13.1,25.44,3.17262745,3.250240402
28035,88.51,32.8,39.53,3.082074669,3.037070448
28037,83.82,26.6,24.51,3.095350283,3.035367233
28039,84.42,24.3,20.35,3.032277698,2.852146422
28041,78.09,23,25.93,3.064729061,2.865172198
28043,82.87,30.3,46.97,3.149342112,3.561695292
28045,90.41,20.2,34.12,3.027382689,2.989298822
28047,89.02,22.2,35,3.298882504,3.356209653
28049,88.15,39.6,48.41,2.793334075,2.64455799
28051,78.59,45.2,67.84,2.579115822,2.408862688
28053,72.15,51.2,58.77,2.275655759,2.280232943
28055,66.03,52.6,39.76,,
28057,79.46,17.8,21.64,2.921001535,3.002183687
28059,88.79,17.2,32.35,3.203678375,3.161781752
28061,87.78,28.7,50.12,3.096842124,3.161091467
28063,80.36,49.7,70.69,2.240343387,2.053483086
28065,84,45.2,34.15,2.622984729,2.645205407
28067,86.59,26.1,34.31,3.092473933,2.95577058
28069,83.32,35.9,50.82,2.684904243,2.855304892
28071,92.08,16.7,27.79,3.268754246,3.530347922
28073,89.27,16.5,21.08,3.31414316,3.351623432
28075,85.21,30.8,45.54,2.804808022,2.825975935
28077,84.7,25.2,28.7,2.733730844,2.857953756
28079,80.47,33.5,41.44,2.736593048,2.71154026
28081,85.32,18.1,28.32,3.109594974,3.226755867
28083,83.22,35.9,59.02,2.447185387,2.657513576
28085,86.52,24.3,31.54,3.041312403,2.849730477
28087,86.83,25.8,43.32,2.828318628,2.754098678
28089,91.84,16.5,27.63,3.29745691,3.222221718
28091,82.32,30,32.91,3.041453005,3.215242652
28093,81.11,34.3,36.84,2.637231746,2.495517562
28095,82.66,21.7,28.35,3.172935019,3.297702499
28097,79.72,31.2,51.59,2.644603072,2.887069183
28099,81.22,28,41.67,3.12287288,3.31354797
28101,84.96,23.2,39.2,3.135893629,3.200852834
28103,73.76,37.1,65.4,2.662364654,2.358484969
28105,91.25,25.5,40.47,2.898475969,2.837464462
28107,77.03,30.7,37.48,2.943931558,3.066616999
28109,86.66,21.9,24.93,3.034698778,2.881901572
28111,84.97,27.4,35.24,2.695991415,2.666828074
28113,82.55,37.6,50.27,2.74252167,2.633000169
28115,77.01,19.3,29.71,3.024507808,3.053591125
28117,83.62,22.6,22.1,3.202141477,3.121590224
28119,74.48,44.9,62.63,3.06974594,3.002893277
28121,89.07,12.6,23.14,3.280592517,3.257584899
28123,77.52,26.1,41.47,2.839851188,3.071531838
28125,80.04,45.2,57.72,2.450545617,2.299509094
28127,78.33,31.3,27.48,2.966041387,2.917788759
28129,78.8,21.3,25.36,3.19462573,2.900610043
28131,83.07,23.6,24.66,3.270860118,3.39120951
28133,74.91,41.2,60.16,2.724022598,2.964381068
28135,77.11,39.4,54.64,2.515888576,2.596586027
28137,86.23,19.1,30.25,2.843195345,2.73514016
28139,78.29,20.9,28.92,3.085049359,2.969706129
28141,79.55,20,19.06,3.202749162,3.33317739
28143,80.77,41.7,60.79,2.459402829,2.881609112
28145,76.99,17.9,31.82,3.210586113,3.350122506
28147,79,36.3,35.81,2.826033149,2.841213988
28149,86.04,33.3,47.51,2.746955953,2.818181929
28151,81.62,39.7,58.6,2.691409152,2.739049345
28153,80.39,29.8,39.73,2.975508891,2.847621678
28155,84.73,22.1,23.36,3.177884935,3.473236244
28157,77.19,37.1,62.15,2.851201491,2.419922635
28159,84.17,34.1,46.26,2.772355149,2.902805775
28161,84.24,30.5,38.67,2.885677097,2.535942502
28163,76.08,36.2,46.94,2.263836092,2.407378446
29001,91.12,18.8,21.28,2.779605132,2.536794581
29003,92.61,10.8,19.12,3.239164196,3.132279895
29005,90.73,16.2,15,3.459480274,3.486481582
29007,86.43,27.4,24.79,2.897531748,2.988246483
29009,84.33,23.3,19.78,2.798997516,2.637978934
29011,86.46,22.9,20.7,2.874080516,2.787290158
29013,87.04,19.2,20.72,3.090134947,3.006894237
29015,86.16,27.5,24.24,3.026136679,3.041401222
29017,83.6,22.7,14.61,2.941678218,2.788952557
29019,94.64,12.5,20.15,2.99860113,2.946147127
29021,88.81,17.3,26.98,3.024360795,2.800859208
29023,84.03,26.7,32.85,3.322866008,3.2758917
29025,90.1,16.2,15.7,2.967843154,2.755034417
29027,88.21,14.4,19.52,3.133137063,3.137749677
29029,91.54,21.4,14.37,3.135975692,2.984248946
29031,91.59,13.9,21.88,3.129788193,2.901737007
29033,87.56,18.1,20.44,3.505658371,3.128727318
29035,86.21,29.8,21.74,3.306511724,3.21915296
29037,93.54,9,17.57,3.051790074,2.992280202
29039,86.53,27.9,17.03,2.8939505,2.962701283
29041,90.74,14.9,11.82,3.199458038,3.102104183
29043,92.38,11.3,16.39,3.318399783,3.266409331
29045,86.5,20,13.29,2.921698724,2.863914717
29047,93.35,8.9,22.27,3.289729726,3.255015169
29049,92.76,11.5,18.14,3.065559303,3.000064213
29051,92.18,10.7,22.37,3.016833262,2.875477525
29053,88.73,17.8,24.06,2.691542245,2.559940245
29055,81.74,22.3,25.04,3.274636319,3.177684694
29057,88.11,22.2,18.07,2.88564702,3.079652527
29059,86.02,35.5,24.77,2.727117706,2.783860053
29061,87.91,22.9,18.16,2.836506781,2.891993637
29063,88.41,12.5,20.89,3.044134804,2.905319528
29065,83.92,22.2,23.11,2.83365112,2.932120621
29067,82.93,27.7,21.78,2.946718132,2.820991545
29069,79.05,29.8,32.62,2.879857878,3.001530652
29071,89.4,11.1,20.24,3.180917335,3.131393547
29073,87.76,14.1,23.73,2.90018098,2.938178414
29075,86.12,18,15.11,3.129411255,3.162402098
29077,92.64,14.4,21.78,3.065252859,2.913141665
29079,84.57,24.2,19.23,3.119512624,2.895429439
29081,90.51,27.7,28.82,3.0790367,2.968656445
29083,87.18,19.8,25.94,2.765474236,2.720140763
29085,87.15,28.9,18.73,3.244459223,3.343377975
29087,92.79,17.4,21.48,3.164451222,3.000247143
29089,88.78,15.6,22.25,3.229227792,3.156885121
29091,85.98,24.7,20.43,2.779314665,2.809261834
29093,81.24,28.6,22.54,3.088383631,3.163232422
29095,91.27,16.6,32.48,2.879286793,2.83674992
29097,87.2,18.9,21.48,3.051503695,3.029478597
29099,90.18,10.6,22.46,3.243907261,3.221685058
29101,92.51,12.5,16.56,3.1459044,3.076071705
29103,87.92,29.6,23.07,2.792380943,2.964733002
29105,85.94,20.4,18.02,3.015699914,2.786971257
29107,90.11,14.3,18.2,2.914471055,2.850254141
29109,84.81,21.8,20.81,2.849203744,2.775593011
29111,87.21,18.1,14.38,3.065981371,3.154834082
29113,90,11.7,23.49,2.979468297,2.9903268
29115,89.19,19.9,21.07,3.412778983,3.124707132
29117,87.63,17.3,24.64,2.915743912,3.084157365
29119,79.34,25,27.39,2.92355439,2.923957538
29121,89.42,18.3,18.73,3.363331316,3.398485192
29123,86,23.6,29.06,3.105259478,2.821916407
29125,83.8,17.6,17.54,2.931841134,3.161417472
29127,89.36,17.5,25.59,3.211873992,3.007074515
29129,88.71,17.6,14.04,3.142620215,3.110428769
29131,87.47,19.1,20.72,3.112800815,2.964498965
29133,77.25,32,34.23,2.754596049,2.855020605
29135,85.32,16.3,17.62,3.011528391,2.880861665
29137,89.97,19.9,21.78,2.962371536,3.087090365
29139,86.95,16.7,30.74,,
29141,78.27,22.4,15.57,2.754763886,2.755654594
29143,81.42,25.5,39.72,2.844484031,2.789257705
29145,87.92,17.6,15.67,2.965561592,2.723084319
29147,93.28,13.5,24.35,3.109299585,3.078047831
29149,85.55,31.3,38.24,2.869689156,3.124247965
29151,91.6,9.1,10.2,3.038138079,3.067091684
29153,81.04,32.6,14.44,3.040791814,3.02245352
29155,79.17,49.9,43.9,3.093742331,2.861398131
29157,86.62,13.9,12.11,3.057901879,3.054808848
29159,87.58,23.3,22.58,3.118728186,3.105246725
29161,89.75,17.7,23.48,3.26892127,3.17394214
29163,86.72,19.8,24.76,3.050552675,3.141116779
29165,96.05,6.3,17.17,3.288106562,3.202909235
29167,88.72,21.2,21.87,3.078280469,2.951885954
29169,93.27,14.3,22.95,2.991354238,2.840747375
29171,92.81,21.1,17.3,3.139699849,2.781274176
29173,90.47,11.5,21.31,3.041474947,2.915621867
29175,88.57,14.4,24.91,3.082801589,2.850884816
29177,88.69,12.6,16.03,2.969939558,2.957446085
29179,78.93,32,16.27,3.290932229,3.334293543
29181,81.7,31.6,19.71,3.008089639,2.930185998
29183,95.05,5.4,16.09,3.363135469,3.260274165
29185,86.57,28.4,15.41,2.810681387,2.704098844
29186,90.81,11.3,15.09,3.255536659,3.328194081
29187,85.28,18.8,24.94,3.119124308,3.250665134
29189,94,11.6,28.12,3.110522329,3.018222764
29195,84.73,14.8,17.41,2.709621884,2.695927181
29197,88.6,25.8,11.84,3.25002183,3.071736562
29199,79.7,23.9,11.58,3.091020708,3.349917486
29201,84.81,22.9,27.2,2.788558846,2.797000865
29203,82.05,32.5,22.53,2.948663019,2.98848422
29205,90,20.5,17.54,3.067153997,3.089692113
29207,79.78,21.5,24.67,3.306380556,3.370054846
29209,88.73,23.4,16.19,2.96443641,2.99732405
29211,85.5,19.4,12.41,2.900268581,2.819994313
29213,90.28,24.1,24.58,3.103953929,3.048128063
29215,84.37,28.7,17.81,2.79239035,2.783675262
29217,88.31,21.6,20.95,2.778624771,2.597768263
29219,89.51,12.2,23.86,3.107235465,3.043468745
29221,79.59,25.1,26.99,3.201999853,3.151678653
29223,81.21,35.8,17.03,2.586904174,2.552985947
29225,86.82,24.9,17.31,2.906243283,3.02091763
29227,90.2,18,35.48,3.35226593,2.856895661
29229,80.94,29.2,18.53,3.364926353,3.209678186
29510,88.75,28.9,48.86,2.166599883,2.222640362
30001,94.66,15.6,20.6,3.136610724,3.121720655
30003,89.24,35.6,27.45,,2.060239638
30005,89.71,23,30.92,2.897053966,3.033458508
30007,94.42,13.2,11.08,3.035774494,3.179340064
30009,95.36,13.2,24.12,3.078873648,3.025648899
30011,92.34,18.9,4,,
30013,92.42,16.4,24.54,3.19508582,3.085496757
30015,92.98,21.1,22.98,3.599222445,3.557478986
30017,93.68,13.4,14.41,2.98587629,2.925168093
30019,95.4,13,15.64,2.615072013,2.634835374
30021,92.68,12.8,20.87,2.664316751,2.636621227
